language,task,duration,energy
CSharp,mandelbrot,239,61316776.0
CSharp,mandelbrot,213,54747564.0
CSharp,mandelbrot,208,54815005.0
CSharp,mandelbrot,214,55314474.0
CSharp,n-body,3555,539200264.0
CSharp,n-body,3557,538800627.0
CSharp,n-body,3564,538963018.0
CSharp,n-body,3559,540703758.0
CSharp,n-body,3562,541426041.0
CSharp,n-body,3558,543858776.0
CSharp,n-body,3556,542257236.0
CSharp,n-body,3555,539259496.0
CSharp,n-body,3553,555590042.0
CSharp,n-body,3554,540290785.0
CSharp,n-body,3560,539591953.0
CSharp,reverse-complement,686,114659415.0
CSharp,reverse-complement,691,114230864.0
CSharp,reverse-complement,765,129602811.0
CSharp,reverse-complement,734,121422538.0
CSharp,reverse-complement,788,137782013.0
CSharp,reverse-complement,796,137296107.0
CSharp,reverse-complement,690,114130130.0
CSharp,reverse-complement,728,119856288.0
CSharp,reverse-complement,746,126985162.0
CSharp,reverse-complement,752,124690420.0
CSharp,reverse-complement,778,135206371.0
CSharp,spectral-norm,503,90638304.0
CSharp,spectral-norm,415,73440691.0
CSharp,spectral-norm,453,78235442.0
CSharp,spectral-norm,484,82343658.0
CSharp,spectral-norm,523,92836081.0
CSharp,spectral-norm,502,90554323.0
CSharp,spectral-norm,525,94644566.0
CSharp,spectral-norm,519,92901064.0
CSharp,spectral-norm,516,91990833.0
CSharp,spectral-norm,524,93675606.0
CSharp,spectral-norm,399,67997826.0
Erlang,binary-trees,3245,575875660.0
Erlang,binary-trees,3517,657769038.0
Erlang,binary-trees,3381,666148120.0
Erlang,binary-trees,3626,642292530.0
Erlang,binary-trees,3495,643179812.0
Erlang,binary-trees,3665,697797653.0
Erlang,binary-trees,3258,594917080.0
Erlang,binary-trees,3185,581044353.0
Erlang,binary-trees,3421,617166234.0
Erlang,binary-trees,3999,766693504.0
Erlang,binary-trees,3330,606001406.0
Erlang,fannkuch-redux,19463,3839264116.0
Erlang,fannkuch-redux,19182,3840928610.0
Erlang,fannkuch-redux,19417,3847440238.0
Erlang,fannkuch-redux,19518,3845115726.0
Erlang,fannkuch-redux,18994,3823036225.0
Erlang,fannkuch-redux,19365,3864401365.0
Erlang,fannkuch-redux,19320,3797172603.0
Erlang,fannkuch-redux,19197,3829882506.0
Erlang,fannkuch-redux,18994,3781956683.0
Erlang,fannkuch-redux,19296,3841270723.0
Erlang,fannkuch-redux,19069,3823443507.0
Erlang,fasta,15522,2437574839.0
Erlang,fasta,15517,2478281337.0
Erlang,fasta,15765,2532076590.0
Erlang,fasta,15343,2458507274.0
Erlang,fasta,16637,2580955652.0
Erlang,fasta,15747,2509005547.0
Erlang,fasta,16284,2689623512.0
Erlang,fasta,15703,2451460640.0
Erlang,fasta,17990,2835024149.0
Erlang,fasta,18102,2797770597.0
Erlang,fasta,15807,2458413834.0
Erlang,k-nucleotide,31587,5476602400.0
Erlang,k-nucleotide,32417,5735659970.0
Erlang,k-nucleotide,33387,5852175613.0
Erlang,k-nucleotide,32123,5555976955.0
Erlang,k-nucleotide,31962,5540583069.0
Erlang,k-nucleotide,32685,5692719366.0
Erlang,k-nucleotide,32521,5709881168.0
Erlang,k-nucleotide,32201,5634306036.0
Erlang,k-nucleotide,32327,5698746490.0
Erlang,k-nucleotide,33201,5785723116.0
Erlang,k-nucleotide,33791,5908670708.0
Erlang,mandelbrot,2504,821104602.0
Erlang,mandelbrot,2347,780651859.0
Erlang,mandelbrot,2491,798669437.0
Erlang,mandelbrot,2439,798427657.0
Erlang,mandelbrot,2411,790748430.0
Erlang,mandelbrot,2535,813662618.0
Erlang,mandelbrot,2580,814108717.0
Erlang,mandelbrot,2449,796185725.0
Erlang,mandelbrot,2640,838790377.0
Erlang,mandelbrot,2414,800994145.0
Erlang,mandelbrot,2481,803108614.0
Erlang,n-body,82293,12938186084.0
Erlang,n-body,81441,12875988694.0
Erlang,n-body,81794,12872576410.0
Erlang,n-body,81777,12859676551.0
Erlang,n-body,82122,12488566302.0
Erlang,n-body,83260,13353379028.0
Erlang,n-body,82929,13051685465.0
Erlang,n-body,83244,12722225557.0
Erlang,n-body,83656,13175900110.0
Erlang,n-body,81960,12613136305.0
Erlang,n-body,83399,12826325033.0
Erlang,reverse-complement,4851,831268002.0
Erlang,reverse-complement,5379,966616394.0
Erlang,reverse-complement,5282,938488623.0
Erlang,reverse-complement,5429,954581646.0
Erlang,reverse-complement,4972,869455737.0
Erlang,reverse-complement,5085,884726648.0
Erlang,reverse-complement,5397,969712562.0
Erlang,reverse-complement,5085,919350268.0
Erlang,reverse-complement,5138,913666114.0
Erlang,reverse-complement,5515,997875213.0
Erlang,reverse-complement,5631,1001216059.0
Erlang,spectral-norm,3774,771826464.0
Erlang,spectral-norm,3948,838548996.0
Erlang,spectral-norm,3807,808538525.0
Erlang,spectral-norm,3947,832504157.0
Erlang,spectral-norm,3693,793046115.0
Erlang,spectral-norm,3852,814251653.0
Erlang,spectral-norm,3840,814105193.0
Erlang,spectral-norm,3934,838477696.0
Erlang,spectral-norm,3850,786565203.0
Erlang,spectral-norm,4035,854713612.0
Erlang,spectral-norm,3831,820507769.0
FSharp,binary-trees,5428,840269092.0
FSharp,binary-trees,5415,840904862.0
FSharp,binary-trees,5496,879576447.0
FSharp,binary-trees,5386,830580094.0
FSharp,binary-trees,5417,837391385.0
FSharp,binary-trees,5517,867301675.0
FSharp,binary-trees,5521,893327856.0
FSharp,binary-trees,5382,834408067.0
FSharp,binary-trees,5513,856213366.0
FSharp,binary-trees,5493,854608986.0
FSharp,binary-trees,5481,855686935.0
FSharp,fannkuch-redux,558,192988524.0
FSharp,fannkuch-redux,529,188658670.0
FSharp,fannkuch-redux,529,189085756.0
FSharp,fannkuch-redux,529,187140010.0
FSharp,fannkuch-redux,534,188459859.0
FSharp,fannkuch-redux,535,189322133.0
FSharp,fannkuch-redux,544,192162122.0
FSharp,fannkuch-redux,525,184174724.0
FSharp,fannkuch-redux,533,187803842.0
FSharp,fannkuch-redux,528,184080325.0
FSharp,fannkuch-redux,532,187582339.0
FSharp,fasta,3939,610054038.0
FSharp,fasta,3972,620948815.0
FSharp,fasta,3947,638734897.0
FSharp,fasta,3934,623693270.0
FSharp,fasta,3961,612674950.0
FSharp,fasta,3933,611610446.0
FSharp,fasta,3973,614672435.0
FSharp,fasta,4007,619403545.0
FSharp,fasta,4097,635924465.0
FSharp,fasta,3944,624251727.0
FSharp,fasta,3936,616619402.0
FSharp,k-nucleotide,5692,942710432.0
FSharp,k-nucleotide,5870,982054026.0
FSharp,k-nucleotide,5702,923622172.0
FSharp,k-nucleotide,6129,1022529000.0
FSharp,k-nucleotide,5677,917094602.0
FSharp,k-nucleotide,6262,1080021096.0
FSharp,k-nucleotide,5785,954629586.0
FSharp,k-nucleotide,5775,940544026.0
FSharp,k-nucleotide,6439,1103776050.0
FSharp,k-nucleotide,5869,990926902.0
FSharp,k-nucleotide,6314,1035384747.0
FSharp,mandelbrot,221,61495279.0
FSharp,mandelbrot,255,67128424.0
FSharp,mandelbrot,228,61947601.0
FSharp,mandelbrot,218,59896880.0
FSharp,mandelbrot,219,59756172.0
FSharp,mandelbrot,212,60794983.0
FSharp,mandelbrot,217,61853690.0
FSharp,mandelbrot,223,62795643.0
FSharp,mandelbrot,212,60449206.0
FSharp,mandelbrot,210,59483298.0
FSharp,mandelbrot,220,59634093.0
FSharp,n-body,3684,564468915.0
FSharp,n-body,3626,569188551.0
FSharp,n-body,3630,552756097.0
FSharp,n-body,3626,552034746.0
FSharp,n-body,3633,556804593.0
FSharp,n-body,3654,559157957.0
FSharp,n-body,3627,567323948.0
FSharp,n-body,3628,555270295.0
FSharp,n-body,3617,551001152.0
FSharp,n-body,3685,569845242.0
FSharp,n-body,3616,550423258.0
FSharp,reverse-complement,8326,1316700660.0
FSharp,reverse-complement,8308,1314156314.0
FSharp,reverse-complement,8248,1304300820.0
FSharp,reverse-complement,8349,1304363316.0
FSharp,reverse-complement,8253,1294156782.0
FSharp,reverse-complement,8452,1334589580.0
FSharp,reverse-complement,8489,1347482440.0
FSharp,reverse-complement,8204,1303536943.0
FSharp,reverse-complement,8276,1304754334.0
FSharp,reverse-complement,8483,1322714648.0
FSharp,reverse-complement,8130,1289817437.0
FSharp,spectral-norm,260,52387932.0
FSharp,spectral-norm,248,50652928.0
FSharp,spectral-norm,272,54417444.0
FSharp,spectral-norm,241,49714807.0
FSharp,spectral-norm,247,50186369.0
FSharp,spectral-norm,260,52190356.0
FSharp,spectral-norm,257,51928421.0
FSharp,spectral-norm,250,50992679.0
FSharp,spectral-norm,244,48582114.0
FSharp,spectral-norm,259,51255497.0
FSharp,spectral-norm,280,57191926.0
Fortran,fannkuch-redux,400,146535071.0
Fortran,fannkuch-redux,399,145606042.0
Fortran,fannkuch-redux,471,166574164.0
Fortran,fannkuch-redux,451,159502662.0
Fortran,fannkuch-redux,496,165384498.0
Fortran,fannkuch-redux,468,163417283.0
Fortran,fannkuch-redux,454,159685542.0
Fortran,fannkuch-redux,457,161453823.0
Fortran,fannkuch-redux,481,165548599.0
Fortran,fannkuch-redux,376,142514633.0
Fortran,fannkuch-redux,387,144243060.0
Fortran,fasta,1037,162347958.0
Fortran,fasta,1038,164455378.0
Fortran,fasta,1048,163332328.0
Fortran,fasta,1027,162976131.0
Fortran,fasta,1024,162475088.0
Fortran,fasta,1029,159607163.0
Fortran,fasta,1029,158691850.0
Fortran,fasta,1030,159463676.0
Fortran,fasta,1080,166603643.0
Fortran,fasta,1024,162391030.0
Fortran,fasta,1051,164933548.0
Fortran,k-nucleotide,31530,4796155686.0
Fortran,k-nucleotide,31586,4807726225.0
Fortran,k-nucleotide,31479,4785162495.0
Fortran,k-nucleotide,31412,4914688099.0
Fortran,k-nucleotide,31490,4782161552.0
Fortran,k-nucleotide,31747,4839363457.0
Fortran,k-nucleotide,31650,4832885857.0
Fortran,k-nucleotide,31540,4801961356.0
Fortran,k-nucleotide,31451,4935328878.0
Fortran,k-nucleotide,31587,4802877292.0
Fortran,k-nucleotide,31432,4793755572.0
Fortran,mandelbrot,612,121865004.0
Fortran,mandelbrot,681,138107955.0
Fortran,mandelbrot,610,124101493.0
Fortran,mandelbrot,615,126014143.0
Fortran,mandelbrot,610,125002950.0
Fortran,mandelbrot,616,123469766.0
Fortran,mandelbrot,688,134992499.0
Fortran,mandelbrot,618,123747842.0
Fortran,mandelbrot,610,121638240.0
Fortran,mandelbrot,611,122361683.0
Fortran,mandelbrot,615,125347568.0
Fortran,n-body,3611,548382621.0
Fortran,n-body,3602,547987027.0
Fortran,n-body,3589,546056082.0
Fortran,n-body,3592,545550066.0
Fortran,n-body,3595,563824449.0
Fortran,n-body,3598,549128905.0
Fortran,n-body,3605,553022029.0
Fortran,n-body,3593,563698356.0
Fortran,n-body,3600,550124017.0
Fortran,n-body,3592,552471553.0
Fortran,n-body,3592,550598953.0
Fortran,spectral-norm,224,67568481.0
Fortran,spectral-norm,306,84017720.0
Fortran,spectral-norm,226,66829735.0
Fortran,spectral-norm,324,85667521.0
Fortran,spectral-norm,170,52989874.0
Fortran,spectral-norm,321,85750981.0
Fortran,spectral-norm,179,55783018.0
Fortran,spectral-norm,215,65112751.0
Fortran,spectral-norm,226,67623731.0
Fortran,spectral-norm,303,79655960.0
Fortran,spectral-norm,157,49164283.0
Go,binary-trees,13583,3717934132.0
Go,binary-trees,15951,4412699472.0
Go,binary-trees,17078,4651710579.0
Go,binary-trees,14057,3861282524.0
Go,binary-trees,14432,3953939795.0
Go,binary-trees,14757,4059426084.0
Go,binary-trees,14646,4026797203.0
Go,binary-trees,13192,3616814452.0
Go,binary-trees,15234,4201750695.0
Go,binary-trees,13216,3647323770.0
Go,binary-trees,13978,3837936564.0
Go,fannkuch-redux,6100,1112664046.0
Go,fannkuch-redux,6110,1039942757.0
Go,fannkuch-redux,6118,1068599950.0
Go,fannkuch-redux,6111,1048259342.0
Go,fannkuch-redux,6119,1059235629.0
Go,fannkuch-redux,6123,1080119312.0
Go,fannkuch-redux,6121,1051845460.0
Go,fannkuch-redux,6111,1055284842.0
Go,fannkuch-redux,6152,1076272496.0
Go,fannkuch-redux,6112,1065898840.0
Go,fannkuch-redux,6121,1072883572.0
Go,fasta,1135,185799565.0
Go,fasta,1141,188173985.0
Go,fasta,1116,183789338.0
Go,fasta,1085,180853684.0
Go,fasta,1427,256303776.0
Go,fasta,1109,185071423.0
Go,fasta,1324,241908175.0
Go,fasta,1129,187318988.0
Go,fasta,1120,186769381.0
Go,fasta,1177,195063719.0
Go,fasta,1288,234720634.0
Go,k-nucleotide,4011,773718212.0
Go,k-nucleotide,3794,699371272.0
Go,k-nucleotide,3853,717178945.0
Go,k-nucleotide,3909,705570645.0
Go,k-nucleotide,3925,724028398.0
Go,k-nucleotide,3912,730062281.0
Go,k-nucleotide,3891,725211093.0
Go,k-nucleotide,4008,714207908.0
Go,k-nucleotide,3968,738056053.0
Go,k-nucleotide,3860,688973602.0
Go,k-nucleotide,3918,723601251.0
Go,mandelbrot,140,43389555.0
Go,mandelbrot,158,44323377.0
Go,mandelbrot,170,47368659.0
Go,mandelbrot,144,42742829.0
Go,mandelbrot,168,46963392.0
Go,mandelbrot,204,51384000.0
Go,mandelbrot,140,42415684.0
Go,mandelbrot,146,43306643.0
Go,mandelbrot,176,47537610.0
Go,mandelbrot,167,46670392.0
Go,mandelbrot,141,42837919.0
Go,n-body,3909,596984417.0
Go,n-body,3911,597888164.0
Go,n-body,3910,593169565.0
Go,n-body,3906,593837362.0
Go,n-body,3911,592957875.0
Go,n-body,3911,595827448.0
Go,n-body,3908,614566790.0
Go,n-body,3914,592870111.0
Go,n-body,3912,594929880.0
Go,n-body,3911,611020967.0
Go,n-body,3910,592107886.0
Go,reverse-complement,693,124262052.0
Go,reverse-complement,746,134232484.0
Go,reverse-complement,846,151236777.0
Go,reverse-complement,797,141649916.0
Go,reverse-complement,800,143619878.0
Go,reverse-complement,743,134728628.0
Go,reverse-complement,844,152358302.0
Go,reverse-complement,719,129120108.0
Go,reverse-complement,771,138829262.0
Go,reverse-complement,814,143541084.0
Go,reverse-complement,827,148607855.0
Go,spectral-norm,391,67016249.0
Go,spectral-norm,392,67209201.0
Go,spectral-norm,393,65611474.0
Go,spectral-norm,392,67470402.0
Go,spectral-norm,391,65799240.0
Go,spectral-norm,394,65383152.0
Go,spectral-norm,390,64859485.0
Go,spectral-norm,391,66970216.0
Go,spectral-norm,392,65805100.0
Go,spectral-norm,392,67057354.0
Go,spectral-norm,392,67312636.0
JRuby,binary-trees,7957,1710749635.0
JRuby,binary-trees,8192,1715375523.0
JRuby,binary-trees,7179,1503849597.0
JRuby,binary-trees,8609,1800916448.0
JRuby,binary-trees,7877,1658135502.0
JRuby,binary-trees,8283,1724979794.0
JRuby,binary-trees,8188,1737440377.0
JRuby,binary-trees,7511,1618379090.0
JRuby,binary-trees,7509,1596752461.0
JRuby,binary-trees,8315,1772876258.0
JRuby,binary-trees,8420,1761260586.0
JRuby,fannkuch-redux,784671,50526645332.0
JRuby,fannkuch-redux,429317,60265662143.0
JRuby,fannkuch-redux,377847,51521131562.0
JRuby,fannkuch-redux,761860,1788252904.0
JRuby,fannkuch-redux,352043,36205282730.0
JRuby,fannkuch-redux,428487,59607010720.0
JRuby,fannkuch-redux,395432,47663104790.0
JRuby,fannkuch-redux,934631,14542956292.0
JRuby,fannkuch-redux,874649,33713467638.0
JRuby,fannkuch-redux,440573,63238185514.0
JRuby,fannkuch-redux,381012,50055658978.0
JRuby,fasta,28663,4538125681.0
JRuby,fasta,29291,4752070015.0
JRuby,fasta,28710,4622464242.0
JRuby,fasta,29050,4719554742.0
JRuby,fasta,30002,4847697713.0
JRuby,fasta,29425,4833657301.0
JRuby,fasta,29874,4853007605.0
JRuby,fasta,29203,4701109713.0
JRuby,fasta,28789,4675790680.0
JRuby,fasta,30090,4856597994.0
JRuby,fasta,30246,4884057527.0
JRuby,k-nucleotide,53435,10205484358.0
JRuby,k-nucleotide,157867,28994133620.0
JRuby,k-nucleotide,91807,17437811617.0
JRuby,k-nucleotide,65605,12291839550.0
JRuby,k-nucleotide,111720,21186903213.0
JRuby,k-nucleotide,49786,9218407399.0
JRuby,k-nucleotide,75277,14339160723.0
JRuby,k-nucleotide,52523,9935333258.0
JRuby,k-nucleotide,70633,13479260094.0
JRuby,k-nucleotide,50991,9359339578.0
JRuby,k-nucleotide,74005,14446586701.0
JRuby,mandelbrot,29204,8828584889.0
JRuby,mandelbrot,27077,8301975818.0
JRuby,mandelbrot,27287,8505509161.0
JRuby,mandelbrot,28091,8671810495.0
JRuby,mandelbrot,29388,8847000489.0
JRuby,mandelbrot,27992,8577700694.0
JRuby,mandelbrot,28341,8817499435.0
JRuby,mandelbrot,27372,8458354557.0
JRuby,mandelbrot,29981,8987466595.0
JRuby,mandelbrot,28995,8762979549.0
JRuby,mandelbrot,28038,8621424934.0
JRuby,n-body,44661,7584184264.0
JRuby,n-body,44854,7400865023.0
JRuby,n-body,44873,7313853547.0
JRuby,n-body,45141,7457373653.0
JRuby,n-body,45183,7544976392.0
JRuby,n-body,45107,7409673665.0
JRuby,n-body,44449,7442402259.0
JRuby,n-body,45129,7453605629.0
JRuby,n-body,45342,7583032240.0
JRuby,n-body,45211,7645707371.0
JRuby,n-body,44931,7386615150.0
JRuby,reverse-complement,4884,900617975.0
JRuby,reverse-complement,4656,869161016.0
JRuby,reverse-complement,4564,849472686.0
JRuby,reverse-complement,4603,844688372.0
JRuby,reverse-complement,5174,971842885.0
JRuby,reverse-complement,5151,956726540.0
JRuby,reverse-complement,4731,879028105.0
JRuby,reverse-complement,4396,821546611.0
JRuby,reverse-complement,5144,961926542.0
JRuby,reverse-complement,4820,885746506.0
JRuby,reverse-complement,4913,911079577.0
JRuby,spectral-norm,74713,13093761337.0
JRuby,spectral-norm,67463,11395008551.0
JRuby,spectral-norm,67807,11846955378.0
JRuby,spectral-norm,65961,11140473770.0
JRuby,spectral-norm,73478,12942851784.0
JRuby,spectral-norm,66251,11314133185.0
JRuby,spectral-norm,69259,11912421701.0
JRuby,spectral-norm,66640,11381457874.0
JRuby,spectral-norm,66927,11572118301.0
JRuby,spectral-norm,69496,12148724745.0
JRuby,spectral-norm,75127,13331836566.0
Java,binary-trees,3032,591652370.0
Java,binary-trees,2259,412302866.0
Java,binary-trees,2250,406496372.0
Java,binary-trees,2235,413225640.0
Java,binary-trees,2529,469324651.0
Java,binary-trees,3050,583972851.0
Java,binary-trees,2247,407264354.0
Java,binary-trees,2341,424171484.0
Java,binary-trees,2272,418834373.0
Java,binary-trees,2223,403754755.0
Java,binary-trees,2322,421506050.0
Java,fannkuch-redux,794,228158917.0
Java,fannkuch-redux,904,259687132.0
Java,fannkuch-redux,815,247688682.0
Java,fannkuch-redux,1086,324781421.0
Java,fannkuch-redux,691,218593523.0
Java,fannkuch-redux,1083,331164257.0
Java,fannkuch-redux,1232,356970797.0
Java,fannkuch-redux,712,217195736.0
Java,fannkuch-redux,949,255055307.0
Java,fannkuch-redux,859,262149896.0
Java,fannkuch-redux,911,260791506.0
Java,fasta,1521,260148656.0
Java,fasta,1255,206218904.0
Java,fasta,1265,210634524.0
Java,fasta,1576,268020533.0
Java,fasta,1502,267880206.0
Java,fasta,1260,209762391.0
Java,fasta,1390,228494609.0
Java,fasta,1279,213493460.0
Java,fasta,1250,206559340.0
Java,fasta,1390,224420861.0
Java,fasta,1314,215424452.0
Java,mandelbrot,507,130406556.0
Java,mandelbrot,391,99293695.0
Java,mandelbrot,464,118145136.0
Java,mandelbrot,437,113890076.0
Java,mandelbrot,493,127750900.0
Java,mandelbrot,404,99675829.0
Java,mandelbrot,472,121473896.0
Java,mandelbrot,479,124727925.0
Java,mandelbrot,487,122842631.0
Java,mandelbrot,433,108763891.0
Java,mandelbrot,426,108312147.0
Java,n-body,3718,629951478.0
Java,n-body,3451,528815990.0
Java,n-body,3437,528658649.0
Java,n-body,3452,531118057.0
Java,n-body,3442,543179522.0
Java,n-body,3467,529935547.0
Java,n-body,3443,531591377.0
Java,n-body,3439,526769542.0
Java,n-body,3434,523056340.0
Java,n-body,3439,529475228.0
Java,n-body,3442,525704182.0
Java,reverse-complement,881,159727015.0
Java,reverse-complement,849,150244762.0
Java,reverse-complement,721,130497799.0
Java,reverse-complement,793,143941256.0
Java,reverse-complement,782,141681821.0
Java,reverse-complement,762,133389693.0
Java,reverse-complement,776,140092121.0
Java,reverse-complement,932,168133747.0
Java,reverse-complement,786,140798520.0
Java,reverse-complement,833,153670703.0
Java,reverse-complement,962,170180377.0
Java,spectral-norm,2095,558750951.0
Java,spectral-norm,2273,599818407.0
Java,spectral-norm,2391,627829593.0
Java,spectral-norm,2507,662122465.0
Java,spectral-norm,2151,568931028.0
Java,spectral-norm,1734,451439683.0
Java,spectral-norm,1912,500266761.0
Java,spectral-norm,2403,639798868.0
Java,spectral-norm,2366,621550866.0
Java,spectral-norm,2009,530829803.0
Java,spectral-norm,2447,654399111.0
JavaScript,binary-trees,14832,2442102652.0
JavaScript,binary-trees,13126,2101176661.0
JavaScript,binary-trees,20998,3663602848.0
JavaScript,binary-trees,14150,2305218875.0
JavaScript,binary-trees,14986,2446699229.0
JavaScript,binary-trees,14904,2456945801.0
JavaScript,binary-trees,13099,2099015657.0
JavaScript,binary-trees,13803,2266211111.0
JavaScript,binary-trees,13271,2179348462.0
JavaScript,binary-trees,13579,2211430895.0
JavaScript,binary-trees,14108,2303708181.0
JavaScript,fannkuch-redux,25677,3899391882.0
JavaScript,fannkuch-redux,25665,3917272472.0
JavaScript,fannkuch-redux,25678,3919187153.0
JavaScript,fannkuch-redux,25704,3926793844.0
JavaScript,fannkuch-redux,25662,3927055062.0
JavaScript,fannkuch-redux,25656,3927737796.0
JavaScript,fannkuch-redux,25673,3926416255.0
JavaScript,fannkuch-redux,25672,3935681110.0
JavaScript,fannkuch-redux,25665,3944575213.0
JavaScript,fannkuch-redux,25663,3914288449.0
JavaScript,fannkuch-redux,25672,4047396861.0
JavaScript,fasta,3846,588343795.0
JavaScript,fasta,3843,591997080.0
JavaScript,fasta,3859,602687733.0
JavaScript,fasta,3875,595012137.0
JavaScript,fasta,3837,590934177.0
JavaScript,fasta,3848,586234484.0
JavaScript,fasta,3833,587208007.0
JavaScript,fasta,3847,589369773.0
JavaScript,fasta,3844,586876997.0
JavaScript,fasta,3884,603485088.0
JavaScript,fasta,3846,589703757.0
JavaScript,k-nucleotide,16417,2844504753.0
JavaScript,k-nucleotide,16381,2852235630.0
JavaScript,k-nucleotide,16892,2874115604.0
JavaScript,k-nucleotide,17111,2910053288.0
JavaScript,k-nucleotide,16318,2832357554.0
JavaScript,k-nucleotide,16704,2852386609.0
JavaScript,k-nucleotide,16010,2819145942.0
JavaScript,k-nucleotide,16800,2906856661.0
JavaScript,k-nucleotide,15916,2716554200.0
JavaScript,k-nucleotide,16611,2842402368.0
JavaScript,k-nucleotide,16591,2877057009.0
JavaScript,mandelbrot,44,6780075.0
JavaScript,mandelbrot,43,6590112.0
JavaScript,mandelbrot,41,6183396.0
JavaScript,mandelbrot,53,8533099.0
JavaScript,mandelbrot,43,6630500.0
JavaScript,mandelbrot,40,6374929.0
JavaScript,mandelbrot,43,6593974.0
JavaScript,mandelbrot,42,6282527.0
JavaScript,mandelbrot,42,6267269.0
JavaScript,mandelbrot,42,6430866.0
JavaScript,mandelbrot,42,6606317.0
JavaScript,n-body,4847,744000648.0
JavaScript,n-body,4820,734863073.0
JavaScript,n-body,4893,775248329.0
JavaScript,n-body,4818,736603738.0
JavaScript,n-body,4783,732703519.0
JavaScript,n-body,4974,794449378.0
JavaScript,n-body,4804,780634968.0
JavaScript,n-body,4807,758956753.0
JavaScript,n-body,4795,733803161.0
JavaScript,n-body,4804,730674067.0
