language,task,duration,energy
Erlang,k-nucleotide,50623,1434604725.0
Erlang,k-nucleotide,50609,1422047506.0
Erlang,k-nucleotide,50004,1388584213.0
Erlang,k-nucleotide,49882,1377184584.0
Erlang,k-nucleotide,52703,1456287044.0
Erlang,k-nucleotide,50838,1413165267.0
Erlang,k-nucleotide,50937,1414558879.0
Erlang,k-nucleotide,50908,1434116141.0
Erlang,k-nucleotide,49663,1396407131.0
Erlang,k-nucleotide,49736,1395115569.0
Erlang,mandelbrot,33363,997208873.0
Erlang,mandelbrot,33282,1023577458.0
Erlang,mandelbrot,33267,998947821.0
Erlang,mandelbrot,33378,999320744.0
Erlang,mandelbrot,33184,1018910478.0
Erlang,mandelbrot,33326,1003688043.0
Erlang,mandelbrot,33309,998336494.0
Erlang,mandelbrot,33185,1017439841.0
Erlang,mandelbrot,33244,1009041668.0
Erlang,mandelbrot,33116,1012542025.0
Erlang,mandelbrot,33140,1022984504.0
Erlang,n-body,79667,1875967243.0
Erlang,n-body,79134,1835773804.0
Erlang,n-body,79398,1810936953.0
Erlang,n-body,79265,1788455139.0
Erlang,n-body,80304,1814854546.0
Erlang,n-body,79487,1808998299.0
Erlang,n-body,78790,1827015892.0
Erlang,n-body,79308,1788283997.0
Erlang,n-body,78798,1809431769.0
Erlang,n-body,78841,1777091947.0
Erlang,n-body,78648,1828092733.0
Erlang,reverse-complement,4498,109551477.0
Erlang,reverse-complement,4085,104110391.0
Erlang,reverse-complement,4520,109376367.0
Erlang,reverse-complement,4499,108188688.0
Erlang,reverse-complement,4281,107081025.0
Erlang,reverse-complement,4311,105441259.0
Erlang,reverse-complement,4568,111775225.0
Erlang,reverse-complement,4667,116777349.0
Erlang,reverse-complement,4598,115403757.0
Erlang,reverse-complement,4469,112185016.0
Erlang,reverse-complement,4460,110508689.0
Erlang,spectral-norm,15764,407103756.0
Erlang,spectral-norm,15731,405433532.0
Erlang,spectral-norm,15763,404082462.0
Erlang,spectral-norm,15852,402621709.0
Erlang,spectral-norm,15827,403009528.0
Erlang,spectral-norm,15844,404250614.0
Erlang,spectral-norm,15757,402163521.0
Erlang,spectral-norm,15741,405802490.0
Erlang,spectral-norm,15809,403242376.0
Erlang,spectral-norm,15782,416564729.0
Erlang,spectral-norm,15771,414603248.0
FSharp,binary-trees,7730,181296471.0
FSharp,binary-trees,7765,180714259.0
FSharp,binary-trees,7819,179259674.0
FSharp,binary-trees,7864,180154752.0
FSharp,binary-trees,7854,185282606.0
FSharp,binary-trees,7772,179931181.0
FSharp,binary-trees,7740,180857570.0
FSharp,binary-trees,7799,180600612.0
FSharp,binary-trees,7838,184434770.0
FSharp,binary-trees,7738,179646574.0
FSharp,binary-trees,7694,182532187.0
FSharp,fannkuch-redux,12418,337664664.0
FSharp,fannkuch-redux,12559,330424997.0
FSharp,fannkuch-redux,12453,336014032.0
FSharp,fannkuch-redux,12379,334346251.0
FSharp,fannkuch-redux,12492,333513795.0
FSharp,fannkuch-redux,12535,329233045.0
FSharp,fannkuch-redux,12407,336896049.0
FSharp,fannkuch-redux,12453,334556943.0
FSharp,fannkuch-redux,12471,330527718.0
FSharp,fannkuch-redux,12349,338306385.0
FSharp,fannkuch-redux,12459,332216007.0
FSharp,fasta,4592,96948483.0
FSharp,fasta,4632,97338619.0
FSharp,fasta,4624,96324094.0
FSharp,fasta,4585,98087517.0
FSharp,fasta,4595,99267750.0
FSharp,fasta,4677,96472897.0
FSharp,fasta,4612,96319883.0
FSharp,fasta,4642,100638230.0
FSharp,fasta,4615,96091246.0
FSharp,fasta,4642,97370233.0
FSharp,fasta,4572,96566585.0
FSharp,k-nucleotide,7956,209570937.0
FSharp,k-nucleotide,7967,202311799.0
FSharp,k-nucleotide,7984,208219254.0
FSharp,k-nucleotide,7997,204363918.0
FSharp,k-nucleotide,8030,210678966.0
FSharp,k-nucleotide,7983,209180006.0
FSharp,k-nucleotide,7942,206283530.0
FSharp,k-nucleotide,8017,210230479.0
FSharp,k-nucleotide,8023,208178728.0
FSharp,k-nucleotide,8005,204085720.0
FSharp,k-nucleotide,8019,202948028.0
FSharp,mandelbrot,3144,73458734.0
FSharp,mandelbrot,3144,72837643.0
FSharp,mandelbrot,3149,72284299.0
FSharp,mandelbrot,3145,73765863.0
FSharp,mandelbrot,3148,71756103.0
FSharp,mandelbrot,3148,71795592.0
FSharp,mandelbrot,3162,71721861.0
FSharp,mandelbrot,3167,72326842.0
FSharp,mandelbrot,3146,71592161.0
FSharp,mandelbrot,3157,74114984.0
FSharp,mandelbrot,3150,71702332.0
FSharp,n-body,4294,91393015.0
FSharp,n-body,4298,90793651.0
FSharp,n-body,4291,91488047.0
FSharp,n-body,4292,91132825.0
FSharp,n-body,4305,89178603.0
FSharp,n-body,4303,89342240.0
FSharp,n-body,4294,93919133.0
FSharp,n-body,4299,90606580.0
FSharp,n-body,4297,90459607.0
FSharp,n-body,4290,94029665.0
FSharp,n-body,4302,94014163.0
FSharp,reverse-complement,7695,169952691.0
FSharp,reverse-complement,7685,171376819.0
FSharp,reverse-complement,7688,170716482.0
FSharp,reverse-complement,7579,169236505.0
FSharp,reverse-complement,7663,174155682.0
FSharp,reverse-complement,7714,173353255.0
FSharp,reverse-complement,7696,174825908.0
FSharp,reverse-complement,7607,169718743.0
FSharp,reverse-complement,7597,173426435.0
FSharp,reverse-complement,7603,169952994.0
FSharp,reverse-complement,7677,169866264.0
FSharp,spectral-norm,969,22305669.0
FSharp,spectral-norm,983,22138615.0
FSharp,spectral-norm,976,22177006.0
FSharp,spectral-norm,981,22134526.0
FSharp,spectral-norm,965,22126835.0
FSharp,spectral-norm,982,22210515.0
FSharp,spectral-norm,975,22430484.0
FSharp,spectral-norm,963,21790227.0
FSharp,spectral-norm,983,22216129.0
FSharp,spectral-norm,968,22121404.0
FSharp,spectral-norm,982,22693179.0
Fortran,fannkuch-redux,11456,302893938.0
Fortran,fannkuch-redux,11535,303607986.0
Fortran,fannkuch-redux,11382,304935986.0
Fortran,fannkuch-redux,11536,303719131.0
Fortran,fannkuch-redux,11407,299700039.0
Fortran,fannkuch-redux,11445,303116230.0
Fortran,fannkuch-redux,11409,304696241.0
Fortran,fannkuch-redux,11505,302420184.0
Fortran,fannkuch-redux,11388,300057825.0
Fortran,fannkuch-redux,11423,302648457.0
Fortran,fannkuch-redux,11486,302144796.0
Fortran,fasta,1321,26507561.0
Fortran,fasta,1324,26258661.0
Fortran,fasta,1325,26714959.0
Fortran,fasta,1318,26434015.0
Fortran,fasta,1323,25908321.0
Fortran,fasta,1316,26906059.0
Fortran,fasta,1322,26021907.0
Fortran,fasta,1323,26555658.0
Fortran,fasta,1330,26298334.0
Fortran,fasta,1327,26417900.0
Fortran,fasta,1313,27242485.0
Fortran,k-nucleotide,47261,993391438.0
Fortran,k-nucleotide,46945,979447262.0
Fortran,k-nucleotide,46853,981547536.0
Fortran,k-nucleotide,46947,949949351.0
Fortran,k-nucleotide,47173,971479874.0
Fortran,k-nucleotide,46728,954430783.0
Fortran,k-nucleotide,46865,967980066.0
Fortran,k-nucleotide,46612,957034170.0
Fortran,k-nucleotide,47078,948462048.0
Fortran,k-nucleotide,47109,988908358.0
Fortran,k-nucleotide,46799,986572120.0
Fortran,mandelbrot,4793,99886830.0
Fortran,mandelbrot,4784,98489128.0
Fortran,mandelbrot,4781,99161490.0
Fortran,mandelbrot,4813,99993580.0
Fortran,mandelbrot,4786,100867906.0
Fortran,mandelbrot,4820,99088492.0
Fortran,mandelbrot,4777,98476493.0
Fortran,mandelbrot,4815,98457695.0
Fortran,mandelbrot,4827,98466484.0
Fortran,mandelbrot,4795,99993335.0
Fortran,mandelbrot,4782,99680287.0
Fortran,n-body,4433,92982551.0
Fortran,n-body,4438,92684273.0
Fortran,n-body,4442,93034674.0
Fortran,n-body,4450,94367190.0
Fortran,n-body,4442,92040109.0
Fortran,n-body,4438,94458744.0
Fortran,n-body,4440,94380191.0
Fortran,n-body,4448,93029791.0
Fortran,n-body,4435,94382998.0
Fortran,n-body,4445,92540414.0
Fortran,n-body,4451,92940619.0
Fortran,spectral-norm,908,20916938.0
Fortran,spectral-norm,948,20818306.0
Fortran,spectral-norm,936,20821480.0
Fortran,spectral-norm,937,20815866.0
Fortran,spectral-norm,904,20817513.0
Fortran,spectral-norm,935,20732308.0
Fortran,spectral-norm,909,20933601.0
Fortran,spectral-norm,905,20877083.0
Fortran,spectral-norm,907,20832099.0
Fortran,spectral-norm,932,20660896.0
Fortran,spectral-norm,910,20816475.0
Go,binary-trees,11658,346163786.0
Go,binary-trees,11579,349665731.0
Go,binary-trees,11638,346222502.0
Go,binary-trees,11563,343534825.0
Go,binary-trees,11833,349873005.0
Go,binary-trees,11560,346850859.0
Go,binary-trees,11581,343774449.0
Go,binary-trees,11550,343781956.0
Go,binary-trees,11582,344114964.0
Go,binary-trees,11637,355750189.0
Go,binary-trees,11526,342254067.0
Go,fannkuch-redux,10154,282058297.0
Go,fannkuch-redux,10222,292711347.0
Go,fannkuch-redux,10285,285485598.0
Go,fannkuch-redux,10196,286616087.0
Go,fannkuch-redux,10191,283548345.0
Go,fannkuch-redux,10285,286414368.0
Go,fannkuch-redux,10203,282857614.0
Go,fannkuch-redux,10189,283174384.0
Go,fannkuch-redux,10241,283826971.0
Go,fannkuch-redux,10111,280089736.0
Go,fannkuch-redux,10356,294686319.0
Go,fasta,1344,30540267.0
Go,fasta,1337,30453536.0
Go,fasta,1353,30281111.0
Go,fasta,1348,30626447.0
Go,fasta,1345,30377485.0
Go,fasta,1342,30285506.0
Go,fasta,1350,30525556.0
Go,fasta,1354,30432051.0
Go,fasta,1344,30801679.0
Go,fasta,1345,30801923.0
Go,fasta,1343,30308210.0
Go,k-nucleotide,8722,244730088.0
Go,k-nucleotide,8381,228820886.0
Go,k-nucleotide,8554,239650509.0
Go,k-nucleotide,8446,236107794.0
Go,k-nucleotide,8124,229645896.0
Go,k-nucleotide,8445,237486391.0
Go,k-nucleotide,7958,229220971.0
Go,k-nucleotide,8010,226681000.0
Go,k-nucleotide,8420,235831550.0
Go,k-nucleotide,9102,257385266.0
Go,k-nucleotide,8812,247186684.0
Go,mandelbrot,1878,45773138.0
Go,mandelbrot,1850,46555912.0
Go,mandelbrot,1857,46262638.0
Go,mandelbrot,1884,46019779.0
Go,mandelbrot,1880,46270879.0
Go,mandelbrot,1892,46034245.0
Go,mandelbrot,1885,46373109.0
Go,mandelbrot,1863,46304202.0
Go,mandelbrot,1889,46039005.0
Go,mandelbrot,1882,46475834.0
Go,mandelbrot,1857,46216616.0
Go,n-body,4274,90613781.0
Go,n-body,4265,88472735.0
Go,n-body,4274,91952036.0
Go,n-body,4279,89742326.0
Go,n-body,4269,92516792.0
Go,n-body,4273,90953197.0
Go,n-body,4268,88785174.0
Go,n-body,4275,89854262.0
Go,n-body,4277,90784375.0
Go,n-body,4269,88240436.0
Go,n-body,4271,90815442.0
Go,reverse-complement,391,7831340.0
Go,reverse-complement,402,7898174.0
Go,reverse-complement,410,7746929.0
Go,reverse-complement,414,7679302.0
Go,reverse-complement,408,7815531.0
Go,reverse-complement,396,7834880.0
Go,reverse-complement,391,7764445.0
Go,reverse-complement,400,7802533.0
Go,reverse-complement,400,7886700.0
Go,reverse-complement,397,7999979.0
Go,reverse-complement,397,7837139.0
Go,spectral-norm,879,20289559.0
Go,spectral-norm,880,20200937.0
Go,spectral-norm,917,20279429.0
Go,spectral-norm,908,20073191.0
Go,spectral-norm,910,20505624.0
Go,spectral-norm,879,20347115.0
Go,spectral-norm,906,20218638.0
Go,spectral-norm,889,20440011.0
Go,spectral-norm,888,20342172.0
Go,spectral-norm,901,20732185.0
Go,spectral-norm,872,20204782.0
JRuby,binary-trees,14105,392782686.0
JRuby,binary-trees,13880,396062584.0
JRuby,binary-trees,14923,426552802.0
JRuby,binary-trees,13910,389460488.0
JRuby,binary-trees,14241,397527364.0
JRuby,binary-trees,13717,384257440.0
JRuby,binary-trees,13930,392137730.0
JRuby,binary-trees,13996,391007239.0
JRuby,binary-trees,13766,392731599.0
JRuby,binary-trees,13869,393078279.0
JRuby,binary-trees,13796,386381029.0
JRuby,fannkuch-redux,135618,4116183615.0
JRuby,fannkuch-redux,1701812,42401305454.0
JRuby,fannkuch-redux,1717940,43797663084.0
JRuby,fannkuch-redux,1646026,41429945025.0
JRuby,fannkuch-redux,1912146,47539739016.0
JRuby,fannkuch-redux,1722692,42610374620.0
JRuby,fannkuch-redux,1588835,40271983391.0
JRuby,fannkuch-redux,1880662,47090474542.0
JRuby,fannkuch-redux,134958,4181438025.0
JRuby,fannkuch-redux,1622144,41920566452.0
JRuby,fannkuch-redux,1675938,43020091894.0
JRuby,fasta,34100,736553777.0
JRuby,fasta,34244,743151113.0
JRuby,fasta,33022,728237577.0
JRuby,fasta,34150,743862537.0
JRuby,fasta,33846,745606552.0
JRuby,fasta,33868,740502621.0
JRuby,fasta,33963,732568010.0
JRuby,fasta,34048,738979736.0
JRuby,fasta,33301,723151470.0
JRuby,fasta,34272,735304515.0
JRuby,fasta,33646,732029315.0
JRuby,k-nucleotide,92311,2345613503.0
JRuby,k-nucleotide,89183,2260037489.0
JRuby,k-nucleotide,133970,3272839705.0
JRuby,k-nucleotide,98388,2589051172.0
JRuby,k-nucleotide,130833,3237384595.0
JRuby,k-nucleotide,128137,3212264360.0
JRuby,k-nucleotide,89672,2330126482.0
JRuby,k-nucleotide,136932,3441505838.0
JRuby,k-nucleotide,126748,3159186125.0
JRuby,k-nucleotide,98144,2542699056.0
JRuby,k-nucleotide,131203,3239925239.0
JRuby,mandelbrot,56185,1618127328.0
JRuby,mandelbrot,55689,1591261368.0
JRuby,mandelbrot,55835,1572353274.0
JRuby,mandelbrot,57896,1694038448.0
JRuby,mandelbrot,57203,1644639649.0
JRuby,mandelbrot,56930,1618644477.0
JRuby,mandelbrot,60580,1647908928.0
JRuby,mandelbrot,58041,1685338092.0
JRuby,mandelbrot,57434,1558954505.0
JRuby,mandelbrot,57086,1650052233.0
JRuby,mandelbrot,57373,1606477761.0
JRuby,n-body,55847,1321133458.0
JRuby,n-body,56010,1340252855.0
JRuby,n-body,55447,1305996536.0
JRuby,n-body,56006,1351608173.0
JRuby,n-body,56301,1332855964.0
JRuby,n-body,56043,1353481399.0
JRuby,n-body,56204,1319374490.0
JRuby,n-body,56114,1318825969.0
JRuby,n-body,56178,1321095617.0
JRuby,n-body,56053,1345082556.0
JRuby,n-body,55932,1344176430.0
JRuby,reverse-complement,5392,136294756.0
JRuby,reverse-complement,4914,124580919.0
JRuby,reverse-complement,5263,135130147.0
JRuby,reverse-complement,5138,133130580.0
JRuby,reverse-complement,4845,121296015.0
JRuby,reverse-complement,5163,134280174.0
JRuby,reverse-complement,5226,134369042.0
JRuby,reverse-complement,5246,133977440.0
JRuby,reverse-complement,5341,136269487.0
JRuby,reverse-complement,5258,134638999.0
JRuby,reverse-complement,5286,136773820.0
JRuby,spectral-norm,69421,1894497592.0
JRuby,spectral-norm,69601,1890566694.0
JRuby,spectral-norm,69688,1871720244.0
JRuby,spectral-norm,69484,1883264161.0
JRuby,spectral-norm,69851,1882928895.0
JRuby,spectral-norm,69610,1895031892.0
JRuby,spectral-norm,69471,1920036955.0
JRuby,spectral-norm,69304,1900798053.0
JRuby,spectral-norm,69684,1921114588.0
JRuby,spectral-norm,69483,1913052660.0
JRuby,spectral-norm,69533,1886095268.0
Java,binary-trees,2506,67627879.0
Java,binary-trees,2510,68682869.0
Java,binary-trees,2492,68052621.0
Java,binary-trees,2515,67400097.0
Java,binary-trees,2502,68182687.0
Java,binary-trees,2498,67724008.0
Java,binary-trees,2499,67885690.0
Java,binary-trees,2495,67885262.0
Java,binary-trees,2482,67268871.0
Java,binary-trees,2491,68200143.0
Java,binary-trees,2502,69930974.0
Java,fannkuch-redux,10341,300331750.0
Java,fannkuch-redux,10152,283792914.0
Java,fannkuch-redux,10174,281013319.0
Java,fannkuch-redux,10371,293574810.0
Java,fannkuch-redux,10142,280886245.0
Java,fannkuch-redux,10153,288873284.0
Java,fannkuch-redux,10169,281880749.0
Java,fannkuch-redux,10152,281501294.0
Java,fannkuch-redux,10148,285547060.0
Java,fannkuch-redux,10194,283469488.0
Java,fannkuch-redux,10167,285088137.0
Java,fasta,1562,36957119.0
Java,fasta,1538,37138395.0
Java,fasta,1556,37076994.0
Java,fasta,1533,36595610.0
Java,fasta,1527,34956453.0
Java,fasta,1524,37187344.0
Java,fasta,1528,37113553.0
Java,fasta,1556,36281524.0
Java,fasta,1538,36588042.0
Java,fasta,1534,36957670.0
Java,fasta,1541,37012661.0
Java,mandelbrot,2191,49017392.0
Java,mandelbrot,2158,49498408.0
Java,mandelbrot,2148,49939693.0
Java,mandelbrot,2175,51233451.0
Java,mandelbrot,2196,51739797.0
Java,mandelbrot,2189,51685475.0
Java,mandelbrot,2213,52293934.0
Java,mandelbrot,2200,49586298.0
Java,mandelbrot,2179,50264885.0
Java,mandelbrot,2156,49234798.0
Java,mandelbrot,2185,51213736.0
Java,n-body,4242,89779923.0
Java,n-body,4237,92419075.0
Java,n-body,4249,90179762.0
Java,n-body,4238,90413953.0
Java,n-body,4252,92827278.0
Java,n-body,4247,90270400.0
Java,n-body,4241,90169692.0
Java,n-body,4247,92949347.0
Java,n-body,4237,89954420.0
Java,n-body,4243,92842048.0
Java,n-body,4240,90415295.0
Java,reverse-complement,643,15924885.0
Java,reverse-complement,646,15821918.0
Java,reverse-complement,681,16275409.0
Java,reverse-complement,699,16895708.0
Java,reverse-complement,676,16792986.0
Java,reverse-complement,680,16423359.0
Java,reverse-complement,655,15818442.0
Java,reverse-complement,636,15683555.0
Java,reverse-complement,690,16566792.0
Java,reverse-complement,695,17005755.0
Java,reverse-complement,678,15996053.0
Java,spectral-norm,1788,33096167.0
Java,spectral-norm,1801,33659460.0
Java,spectral-norm,1792,32381631.0
Java,spectral-norm,1825,33071082.0
Java,spectral-norm,1828,33773716.0
Java,spectral-norm,1812,32647195.0
Java,spectral-norm,1797,32378091.0
Java,spectral-norm,1792,33285377.0
Java,spectral-norm,1789,32558083.0
Java,spectral-norm,1806,32683755.0
Java,spectral-norm,1788,32494485.0
JavaScript,binary-trees,12531,320373326.0
JavaScript,binary-trees,12422,317125592.0
JavaScript,binary-trees,12316,317001203.0
JavaScript,binary-trees,12578,326170918.0
JavaScript,binary-trees,12339,313031792.0
JavaScript,binary-trees,12679,328570203.0
JavaScript,binary-trees,12533,318723549.0
JavaScript,binary-trees,12760,330576729.0
JavaScript,binary-trees,12749,322424101.0
JavaScript,binary-trees,12502,315042285.0
JavaScript,binary-trees,12697,321323334.0
JavaScript,fannkuch-redux,39556,848135769.0
JavaScript,fannkuch-redux,39584,852763686.0
JavaScript,fannkuch-redux,39587,855344795.0
JavaScript,fannkuch-redux,39599,845567598.0
JavaScript,fannkuch-redux,39589,849718711.0
JavaScript,fannkuch-redux,39516,870952605.0
JavaScript,fannkuch-redux,39599,861883231.0
JavaScript,fannkuch-redux,39559,852932569.0
JavaScript,fannkuch-redux,39585,856721990.0
JavaScript,fannkuch-redux,39545,848607752.0
JavaScript,fannkuch-redux,39557,847628445.0
JavaScript,fasta,4679,102141707.0
JavaScript,fasta,4671,103164104.0
JavaScript,fasta,4672,101886641.0
JavaScript,fasta,4676,103820473.0
JavaScript,fasta,4687,102618328.0
JavaScript,fasta,4675,102534282.0
JavaScript,fasta,4702,102673809.0
JavaScript,fasta,4679,104150185.0
JavaScript,fasta,4710,102881755.0
JavaScript,fasta,4690,102107588.0
JavaScript,fasta,4719,106400972.0
JavaScript,k-nucleotide,31593,843150491.0
JavaScript,k-nucleotide,31650,856268986.0
JavaScript,k-nucleotide,31566,830669992.0
JavaScript,k-nucleotide,31376,846874724.0
JavaScript,k-nucleotide,31570,834143373.0
JavaScript,k-nucleotide,31381,850306966.0
JavaScript,k-nucleotide,31324,828037554.0
JavaScript,k-nucleotide,31927,832840275.0
JavaScript,k-nucleotide,31501,830740976.0
JavaScript,k-nucleotide,31757,832902226.0
JavaScript,k-nucleotide,31869,861755302.0
JavaScript,mandelbrot,3981,89404861.0
JavaScript,mandelbrot,3966,87549519.0
JavaScript,mandelbrot,4036,89505203.0
JavaScript,mandelbrot,3974,87970539.0
JavaScript,mandelbrot,4246,92375495.0
JavaScript,mandelbrot,4015,89159440.0
JavaScript,mandelbrot,4077,90624341.0
JavaScript,mandelbrot,4052,89608656.0
JavaScript,mandelbrot,3790,84194975.0
JavaScript,mandelbrot,3862,87248130.0
JavaScript,mandelbrot,4222,94888673.0
JavaScript,n-body,4889,111132407.0
JavaScript,n-body,4920,114507824.0
JavaScript,n-body,4888,111794880.0
JavaScript,n-body,4910,111153219.0
JavaScript,n-body,4891,112775590.0
JavaScript,n-body,4908,110649680.0
JavaScript,n-body,4923,111836506.0
JavaScript,n-body,4930,113272659.0
JavaScript,n-body,4905,112572039.0
