language,task,duration,energy
Erlang,fasta,13970,326433796.984
Erlang,fasta,13607,321676872.947
Erlang,fasta,13155,354338431.807
Erlang,fasta,13623,322293052.069
Erlang,fasta,13531,322246416.582
Erlang,fasta,13765,325753730.365
Erlang,mandelbrot,10176,2438939607.453
Erlang,mandelbrot,954195,2406670573.284
Erlang,mandelbrot,10195,2483535953.712
Erlang,mandelbrot,10152,2477390076.564
Erlang,mandelbrot,10170,2433430585.764
Erlang,mandelbrot,10245,2465287020.22
Erlang,mandelbrot,10187,2495866268.362
Erlang,mandelbrot,10187,2436565358.637
Erlang,mandelbrot,10185,2513475843.955
Erlang,mandelbrot,10195,2496616821.828
Erlang,mandelbrot,10178,2391311546.443
Erlang,n-body,76464,1557732171.124
Erlang,n-body,76482,1560139205.798
Erlang,n-body,76804,1598331825.162
Erlang,n-body,79112,1647225536.681
Erlang,n-body,76290,1565317004.788
Erlang,n-body,76286,1556643981.86
Erlang,n-body,75068,1668297724.559
Erlang,n-body,75988,1551978350.291
Erlang,n-body,76047,1560089322.902
Erlang,n-body,76454,1562803547.792
Erlang,n-body,2005845,2007841581.313
Erlang,k-nucleotide,20944,1653829907.622
Erlang,k-nucleotide,20737,1658602218.638
Erlang,k-nucleotide,20859,1628582062.418
Erlang,k-nucleotide,20722,1624152775.101
Erlang,k-nucleotide,20939,1649086921.695
Erlang,k-nucleotide,21148,1653126206.551
Erlang,k-nucleotide,21302,1660609773.413
Erlang,k-nucleotide,21059,1654122153.391
Erlang,k-nucleotide,20913,1633956340.883
Erlang,k-nucleotide,21101,1657686271.201
Erlang,k-nucleotide,20459,1639501508.686
Erlang,reverse-complement,1905,106046761.491
Erlang,reverse-complement,1909,105881801.781
Erlang,reverse-complement,1904,105682552.032
Erlang,reverse-complement,2018,108246883.69
Erlang,reverse-complement,1936,106607902.06
Erlang,reverse-complement,1956,107246312.118
Erlang,reverse-complement,1892,106432783.791
Erlang,reverse-complement,1919,106432472.997
Erlang,reverse-complement,1939,106739788.247
Erlang,reverse-complement,2034,106896820.768
Erlang,reverse-complement,1965,108391095.485
Erlang,spectral-norm,2892,638597320.748
Erlang,spectral-norm,2879,632418845.56
Erlang,spectral-norm,2875,634235927.622
Erlang,spectral-norm,2866,622831798.55
Erlang,spectral-norm,193769,640239182.426
Erlang,spectral-norm,2881,628737190.095
Erlang,spectral-norm,2925,613902690.475
Erlang,spectral-norm,2900,637705717.337
Erlang,spectral-norm,2884,629024085.641
Erlang,spectral-norm,2946,623081959.332
Erlang,spectral-norm,2891,632562030.332
FSharp,binary-trees,4542,111566067.464
FSharp,binary-trees,4944,106768832.854
FSharp,binary-trees,4622,111137564.058
FSharp,binary-trees,4957,111992689.073
FSharp,binary-trees,5463,127119949.81
FSharp,binary-trees,5466,134972149.18
FSharp,binary-trees,5268,126663256.892
FSharp,binary-trees,4889,105170333.691
FSharp,binary-trees,4600,112238685.209
FSharp,binary-trees,5057,106966327.872
FSharp,binary-trees,5389,120740829.068
FSharp,fannkuch-redux,1781,370496431.069
FSharp,fannkuch-redux,1781,378380841.819
FSharp,fannkuch-redux,1774,373494735.771
FSharp,fannkuch-redux,1770,388440859.657
FSharp,fannkuch-redux,1779,375580517.27
FSharp,fannkuch-redux,1786,385605287.284
FSharp,fannkuch-redux,1782,374902961.335
FSharp,fannkuch-redux,1784,375845700.396
FSharp,fannkuch-redux,1795,377045824.178
FSharp,fannkuch-redux,1773,375197628.018
FSharp,fannkuch-redux,1791,387185162.444
FSharp,fasta,3419,88025301.471
FSharp,fasta,3458,89479351.088
FSharp,fasta,3303,96400059.481
FSharp,fasta,3300,93600481.036
FSharp,fasta,3287,93423550.807
FSharp,fasta,3240,95201720.192
FSharp,fasta,3415,89325616.867
FSharp,fasta,3456,86489785.138
FSharp,fasta,3328,92582355.676
FSharp,fasta,3458,86798670.782
FSharp,fasta,3469,86997786.323
FSharp,mandelbrot,556,63012044.016
FSharp,mandelbrot,557,61982702.135
FSharp,mandelbrot,564,62778105.899
FSharp,mandelbrot,556,62311279.743
FSharp,mandelbrot,557,62301343.995
FSharp,mandelbrot,557,62697864.081
FSharp,mandelbrot,558,63673390.176
FSharp,mandelbrot,556,61670731.807
FSharp,mandelbrot,559,62274807.554
FSharp,mandelbrot,557,64035254.634
FSharp,mandelbrot,557,61993543.082
FSharp,n-body,2141,51028412.575
FSharp,n-body,2141,51380941.051
FSharp,n-body,1999,58094573.774
FSharp,n-body,2142,53808827.075
FSharp,n-body,2144,52280850.393
FSharp,n-body,2105,53262719.02
FSharp,n-body,2099,53519527.458
FSharp,n-body,2123,52658294.001
FSharp,n-body,2059,57896323.873
FSharp,n-body,2001,58749181.701
FSharp,n-body,2099,53478297.265
FSharp,k-nucleotide,3460,190052924.183
FSharp,k-nucleotide,3410,190850776.768
FSharp,k-nucleotide,3482,188636648.334
FSharp,k-nucleotide,3468,188384087.724
FSharp,k-nucleotide,3423,193442671.257
FSharp,k-nucleotide,3485,189971138.07
FSharp,k-nucleotide,3468,188747781.09
FSharp,k-nucleotide,3409,190909105.873
FSharp,k-nucleotide,3353,195185718.811
FSharp,k-nucleotide,3454,188467644.62
FSharp,k-nucleotide,3485,188845051.798
FSharp,reverse-complement,6203,209972740.66
FSharp,reverse-complement,6143,179072401.475
FSharp,reverse-complement,5927,179386622.712
FSharp,reverse-complement,6002,176207465.926
FSharp,reverse-complement,6017,183570258.098
FSharp,reverse-complement,6028,181911842.246
FSharp,reverse-complement,6133,182787907.506
FSharp,reverse-complement,5777,177716570.355
FSharp,reverse-complement,6013,175224140.464
FSharp,reverse-complement,5858,179887769.925
FSharp,reverse-complement,6132,179520416.477
FSharp,spectral-norm,137,15879784.77
FSharp,spectral-norm,135,15952575.367
FSharp,spectral-norm,141,15993000.0
FSharp,spectral-norm,136,16011498.093
FSharp,spectral-norm,138,15913891.194
FSharp,spectral-norm,136,16010237.212
FSharp,spectral-norm,137,15934936.141
FSharp,spectral-norm,145,16828760.053
FSharp,spectral-norm,137,16083937.082
FSharp,spectral-norm,137,15998749.847
FSharp,spectral-norm,137,16133915.172
Fortran,fannkuch-redux,1743,363072300.431
Fortran,fannkuch-redux,2046,362032073.139
Fortran,fannkuch-redux,1770,363299396.188
Fortran,fannkuch-redux,1741,358649205.439
Fortran,fannkuch-redux,1749,364478397.461
Fortran,fannkuch-redux,1754,363996895.233
Fortran,fannkuch-redux,1745,362939904.161
Fortran,fannkuch-redux,1743,364016878.993
Fortran,fannkuch-redux,1746,363037552.772
Fortran,fannkuch-redux,1747,360148897.536
Fortran,fannkuch-redux,1747,362137199.648
Fortran,fasta,1701,39422486.281
Fortran,fasta,1806,41455954.863
Fortran,fasta,1694,36804767.122
Fortran,fasta,1692,37079282.198
Fortran,fasta,1688,39286000.86
Fortran,fasta,1702,38868366.749
Fortran,fasta,1771,35829347.512
Fortran,fasta,1824,35057397.271
Fortran,fasta,1728,36982807.554
Fortran,fasta,1927,37679907.763
Fortran,fasta,1826,34458070.364
Fortran,mandelbrot,1295,60845853.37
Fortran,mandelbrot,1058,60653831.401
Fortran,mandelbrot,1068,61026917.343
Fortran,mandelbrot,1072,60993296.112
Fortran,mandelbrot,1042,60935664.6
Fortran,mandelbrot,1072,61233447.414
Fortran,mandelbrot,1049,60615793.779
Fortran,mandelbrot,1054,60771690.643
Fortran,mandelbrot,1061,60861934.157
Fortran,mandelbrot,1061,60932852.855
Fortran,mandelbrot,1050,60374086.394
Fortran,n-body,2034,52627000.0
Fortran,n-body,2066,53246450.34
Fortran,n-body,2183,56034390.293
Fortran,n-body,2297,53841769.35
Fortran,n-body,2132,50134580.129
Fortran,n-body,2166,46684900.443
Fortran,n-body,2027,53697828.441
Fortran,n-body,2089,52607450.61
Fortran,n-body,2173,49966987.826
Fortran,n-body,2030,54366649.364
Fortran,n-body,2027,53602684.615
Fortran,k-nucleotide,21075,495755310.768
Fortran,k-nucleotide,22605,445428763.453
Fortran,k-nucleotide,21574,489422435.716
Fortran,k-nucleotide,22568,444204253.813
Fortran,k-nucleotide,21523,479035585.242
Fortran,k-nucleotide,22108,461369656.989
Fortran,k-nucleotide,22436,461542304.475
Fortran,k-nucleotide,22694,445586273.109
Fortran,k-nucleotide,21713,472062227.8
Fortran,k-nucleotide,21060,497107445.878
Fortran,k-nucleotide,22358,449001840.529
Fortran,spectral-norm,137,15305439.196
Fortran,spectral-norm,155,15872167.531
Fortran,spectral-norm,135,15176786.113
Fortran,spectral-norm,414,21015613.566
Fortran,spectral-norm,136,15109978.778
Fortran,spectral-norm,137,15267907.347
Fortran,spectral-norm,138,15137991.777
Fortran,spectral-norm,135,15481212.546
Fortran,spectral-norm,137,15186163.075
Fortran,spectral-norm,136,15043709.368
Fortran,spectral-norm,139,15403806.663
Go,binary-trees,3220,456041393.334
Go,binary-trees,3205,457234347.233
Go,binary-trees,3192,457906947.015
Go,binary-trees,3390,466203151.255
Go,binary-trees,3249,463905580.113
Go,binary-trees,3217,458247735.845
Go,binary-trees,3180,456393324.653
Go,binary-trees,3215,455508617.05
Go,binary-trees,3243,459394599.852
Go,binary-trees,3225,456056324.136
Go,binary-trees,3216,451076819.892
Go,fannkuch-redux,4290,261660111.121
Go,fannkuch-redux,4190,254697326.168
Go,fannkuch-redux,4286,276585692.074
Go,fannkuch-redux,4284,270104647.197
Go,fannkuch-redux,4284,260671987.039
Go,fannkuch-redux,4289,261657995.856
Go,fannkuch-redux,4191,254504400.945
Go,fannkuch-redux,4275,272946560.742
Go,fannkuch-redux,4530,266096364.338
Go,fannkuch-redux,4187,259043816.497
Go,fannkuch-redux,4283,266711140.362
Go,fasta,1364,39233051.28
Go,fasta,1145,38472828.474
Go,fasta,1136,40007778.078
Go,fasta,1144,38648706.255
Go,fasta,1128,38950991.049
Go,fasta,1140,38812067.628
Go,fasta,1140,38963967.321
Go,fasta,1121,38209715.057
Go,fasta,1137,38443834.636
Go,fasta,1144,39435345.28
Go,fasta,1122,38594855.49
Go,mandelbrot,382,44240579.336
Go,mandelbrot,380,45323994.015
Go,mandelbrot,380,44712854.637
Go,mandelbrot,379,44757250.733
Go,mandelbrot,383,45795060.49
Go,mandelbrot,379,43175954.877
Go,mandelbrot,381,43969570.274
Go,mandelbrot,381,45344544.111
Go,mandelbrot,382,44321787.377
Go,mandelbrot,376,44375000.0
Go,mandelbrot,550,43630690.331
Go,n-body,1850,50829756.411
Go,n-body,1890,48491730.853
Go,n-body,2058,54813727.747
Go,n-body,1892,48564474.077
Go,n-body,1808,53004705.065
Go,n-body,1767,53912000.0
Go,n-body,1892,48256078.542
Go,n-body,1896,48352027.081
Go,n-body,1895,48404006.501
Go,n-body,1895,48439873.523
Go,n-body,1868,49691194.362
Go,k-nucleotide,2401,263524849.107
Go,k-nucleotide,2411,268326590.97
Go,k-nucleotide,2421,266212703.147
Go,k-nucleotide,2700,266090582.484
Go,k-nucleotide,2411,268686854.488
Go,k-nucleotide,2415,264782727.379
Go,k-nucleotide,2421,273350438.319
Go,k-nucleotide,2405,268345507.223
Go,k-nucleotide,2431,269257862.507
Go,k-nucleotide,2428,268078046.394
Go,k-nucleotide,2441,269120921.977
Go,reverse-complement,185,6210704.762
Go,reverse-complement,184,6247028.259
Go,reverse-complement,181,6265797.318
Go,reverse-complement,450,10426730.52
Go,reverse-complement,186,6248169.056
Go,reverse-complement,186,6240313.499
Go,reverse-complement,182,6308469.094
Go,reverse-complement,185,6233059.786
Go,reverse-complement,183,6240851.425
Go,reverse-complement,182,6282528.628
Go,reverse-complement,185,6225986.103
Go,spectral-norm,220,13667755.875
Go,spectral-norm,220,13702312.781
Go,spectral-norm,221,13409756.608
Go,spectral-norm,220,14000309.132
Go,spectral-norm,221,13826289.216
Go,spectral-norm,470,14198208.754
Go,spectral-norm,220,13419011.352
Go,spectral-norm,222,13539872.188
Go,spectral-norm,219,13536815.766
Go,spectral-norm,218,13680463.773
Go,spectral-norm,220,13587127.277
JRuby,binary-trees,1561,84098006.558
JRuby,binary-trees,1546,84598234.273
JRuby,binary-trees,1562,87055660.711
JRuby,binary-trees,1617,83152991.723
JRuby,binary-trees,1536,85135862.463
JRuby,binary-trees,1634,92284607.051
JRuby,binary-trees,1555,89235931.049
JRuby,binary-trees,1499,86766827.712
JRuby,binary-trees,1552,85324155.428
JRuby,binary-trees,1542,83428205.388
JRuby,binary-trees,1553,85662677.743
JRuby,fannkuch-redux,1222,64127502.744
JRuby,fannkuch-redux,1313,64649355.909
JRuby,fannkuch-redux,1246,67291727.178
JRuby,fannkuch-redux,1193,63114252.524
JRuby,fannkuch-redux,1205,67057556.122
JRuby,fannkuch-redux,1205,64138500.394
JRuby,fannkuch-redux,1222,64573727.943
JRuby,fannkuch-redux,1179,64846410.65
JRuby,fannkuch-redux,1330,66862730.719
JRuby,fannkuch-redux,1231,65606414.091
JRuby,fannkuch-redux,1174,64963374.546
JRuby,fasta,23066,712662470.723
JRuby,fasta,23058,708398839.242
JRuby,fasta,23089,698450103.924
JRuby,fasta,23369,717582721.229
JRuby,fasta,23249,713070011.022
JRuby,fasta,23391,697773667.276
JRuby,fasta,23764,762228952.577
JRuby,fasta,23055,700856608.388
JRuby,fasta,23153,701496464.746
JRuby,fasta,22913,707192870.446
JRuby,fasta,22975,699650595.873
JRuby,mandelbrot,7677,1465078885.774
JRuby,mandelbrot,9316,1479830649.913
JRuby,mandelbrot,8844,1429902389.503
JRuby,mandelbrot,7592,1408501265.197
JRuby,mandelbrot,7675,1446648299.155
JRuby,mandelbrot,7663,1453970386.296
JRuby,mandelbrot,8208,1427570773.835
JRuby,mandelbrot,7591,1450942961.544
JRuby,mandelbrot,7617,1466218268.743
JRuby,mandelbrot,7854,1432006732.319
JRuby,mandelbrot,7999,1462022708.744
JRuby,n-body,35510,1033914622.89
JRuby,n-body,35813,1040888883.825
JRuby,n-body,34746,1035343800.064
JRuby,n-body,35844,1055562239.437
JRuby,n-body,573624,1161529712.641
JRuby,n-body,35318,1030288780.588
JRuby,n-body,35345,1033897734.748
JRuby,n-body,35665,1039151241.061
JRuby,n-body,35925,1047008918.543
JRuby,n-body,35852,1053002491.142
JRuby,n-body,35595,1038879609.034
JRuby,k-nucleotide,31413,2040388759.991
JRuby,k-nucleotide,33011,2134280306.261
JRuby,k-nucleotide,30977,2027179749.465
JRuby,k-nucleotide,32925,2104573723.072
JRuby,k-nucleotide,31716,2066675635.681
JRuby,k-nucleotide,33827,2095602173.285
JRuby,k-nucleotide,31479,2058367489.542
JRuby,k-nucleotide,31929,2058956362.201
JRuby,k-nucleotide,31596,2058462034.685
JRuby,k-nucleotide,31531,2074562260.972
JRuby,k-nucleotide,31092,2037017922.725
JRuby,reverse-complement,2225,130401482.709
JRuby,reverse-complement,2431,135763318.382
JRuby,reverse-complement,2213,128690969.448
JRuby,reverse-complement,2458,132776809.846
JRuby,reverse-complement,2325,129328310.016
JRuby,reverse-complement,2370,132716404.546
JRuby,reverse-complement,2381,133495101.831
JRuby,reverse-complement,2498,133609561.594
JRuby,reverse-complement,2204,127849089.076
JRuby,reverse-complement,2440,132738751.001
JRuby,reverse-complement,2256,131832076.632
JRuby,spectral-norm,34881,1289609804.075
JRuby,spectral-norm,34957,1303144722.987
JRuby,spectral-norm,34616,1281018946.652
JRuby,spectral-norm,34405,1283589701.806
JRuby,spectral-norm,34643,1317854579.605
JRuby,spectral-norm,34827,1285576703.631
JRuby,spectral-norm,34307,1278888473.105
JRuby,spectral-norm,34134,1271356857.617
JRuby,spectral-norm,34843,1278984762.446
JRuby,spectral-norm,34573,1285158152.843
JRuby,spectral-norm,34156,1269339923.541
Java,binary-trees,930,80864832.738
Java,binary-trees,1057,83940497.339
Java,binary-trees,1048,82584387.644
Java,binary-trees,1061,86549688.68
Java,binary-trees,952,83176917.236
Java,binary-trees,1116,85292548.789
Java,binary-trees,994,82050809.179
Java,binary-trees,1079,84233881.355
Java,binary-trees,1076,85159944.224
Java,binary-trees,1107,87271506.143
Java,binary-trees,995,84006733.65
Java,fannkuch-redux,1588,319894892.067
Java,fannkuch-redux,1586,325911910.553
Java,fannkuch-redux,1591,309076906.552
Java,fannkuch-redux,1584,311528475.62
Java,fannkuch-redux,1583,314314507.644
Java,fannkuch-redux,1585,315152269.701
Java,fannkuch-redux,1565,302610439.868
Java,fannkuch-redux,1584,308317176.932
Java,fannkuch-redux,1601,309644072.476
Java,fannkuch-redux,1583,317913266.656
Java,fannkuch-redux,1590,318750995.121
Java,fasta,910,39118165.471
Java,fasta,904,37720495.238
Java,fasta,907,38434923.825
Java,fasta,900,40518602.611
Java,fasta,907,39568329.815
Java,fasta,909,39865984.356
Java,fasta,908,40494756.631
Java,fasta,908,38243375.68
Java,fasta,908,40171941.742
Java,fasta,909,40071090.982
Java,fasta,908,39878407.644
Java,mandelbrot,410,44547468.577
Java,mandelbrot,412,43893044.368
Java,mandelbrot,407,44278463.659
Java,mandelbrot,420,44084770.288
Java,mandelbrot,406,43319570.292
Java,mandelbrot,426,44233680.054
Java,mandelbrot,409,43968831.585
Java,mandelbrot,398,43484423.265
Java,mandelbrot,402,44117538.06
Java,mandelbrot,401,43629113.164
Java,mandelbrot,409,44049642.616
Java,n-body,2018,48925453.584
Java,n-body,1940,53971230.221
Java,n-body,2017,49067593.958
Java,n-body,2021,49673705.055
Java,n-body,2019,48980894.904
Java,n-body,2007,48877607.93
Java,n-body,2014,48884982.491
Java,n-body,2015,49054016.171
Java,n-body,2017,49467929.906
Java,n-body,2021,49630848.636
Java,n-body,1889,56671770.438
Java,reverse-complement,251,12098768.381
Java,reverse-complement,273,16518050.902
Java,reverse-complement,256,12198229.053
Java,reverse-complement,253,12162831.45
Java,reverse-complement,264,11773684.235
Java,reverse-complement,268,11783077.169
Java,reverse-complement,275,12182574.889
Java,reverse-complement,253,12185016.568
Java,reverse-complement,265,11794956.454
Java,reverse-complement,268,13052495.626
Java,reverse-complement,266,12258906.573
Java,spectral-norm,187,16605473.754
Java,spectral-norm,186,15880979.396
Java,spectral-norm,188,16527815.368
Java,spectral-norm,183,16420307.754
Java,spectral-norm,184,16001159.776
Java,spectral-norm,191,16361856.239
Java,spectral-norm,181,16027997.879
Java,spectral-norm,197,17794477.337
Java,spectral-norm,189,16691362.467
Java,spectral-norm,197,17400160.863
Java,spectral-norm,196,17454692.587
JavaScript,binary-trees,5092,235473324.672
JavaScript,binary-trees,4949,233021425.874
JavaScript,binary-trees,5118,237822959.282
JavaScript,binary-trees,5065,234185814.524
JavaScript,binary-trees,5061,234226515.54
JavaScript,binary-trees,5015,234565549.481
JavaScript,binary-trees,4890,241930764.805
JavaScript,binary-trees,5169,237585520.273
JavaScript,binary-trees,5111,232467479.292
JavaScript,binary-trees,5171,242444226.334
JavaScript,binary-trees,5115,236242832.168
JavaScript,fannkuch-redux,20596,492446111.93
JavaScript,fannkuch-redux,20839,477504323.097
JavaScript,fannkuch-redux,21495,455535924.087
JavaScript,fannkuch-redux,20467,497140628.741
JavaScript,fannkuch-redux,21921,430814065.025
JavaScript,fannkuch-redux,20455,499913144.442
JavaScript,fannkuch-redux,21715,467749968.625
JavaScript,fannkuch-redux,21914,430494110.774
JavaScript,fannkuch-redux,20774,495173641.485
JavaScript,fannkuch-redux,21849,429789022.25
JavaScript,fannkuch-redux,20739,508836444.235
JavaScript,fasta,2607,65566906.23
JavaScript,fasta,2576,66862490.545
JavaScript,fasta,2542,65668555.117
JavaScript,fasta,2567,66127045.465
JavaScript,fasta,2539,66519888.85
JavaScript,fasta,2655,64378857.76
JavaScript,fasta,2658,64270182.988
JavaScript,fasta,2573,66960765.055
JavaScript,fasta,2581,67332048.251
JavaScript,fasta,2578,67019836.467
JavaScript,fasta,2614,66863361.107
JavaScript,mandelbrot,762,90355335.022
JavaScript,mandelbrot,755,92365649.565
JavaScript,mandelbrot,766,92231536.215
JavaScript,mandelbrot,767,93046064.019
JavaScript,mandelbrot,766,92252979.036
JavaScript,mandelbrot,775,91947795.147
JavaScript,mandelbrot,766,92789983.802
JavaScript,mandelbrot,761,92156019.458
JavaScript,mandelbrot,765,92401876.015
JavaScript,mandelbrot,780,92888904.307
JavaScript,mandelbrot,763,93102187.489
JavaScript,n-body,2598,65523915.48
JavaScript,n-body,2425,79020454.911
JavaScript,n-body,2534,68403850.959
JavaScript,n-body,2565,63204264.696
JavaScript,n-body,2406,73172327.035
JavaScript,n-body,2547,64762757.626
JavaScript,n-body,2614,64318225.676
JavaScript,n-body,2592,64249089.89
JavaScript,n-body,2560,63630852.828
JavaScript,n-body,2505,69069901.223
JavaScript,n-body,2593,63670648.51
JavaScript,k-nucleotide,12023,799685179.452
JavaScript,k-nucleotide,11963,800852933.105
JavaScript,k-nucleotide,12002,800996067.18
JavaScript,k-nucleotide,12472,817741775.35
JavaScript,k-nucleotide,11934,811800653.276
JavaScript,k-nucleotide,12108,810334329.04
JavaScript,k-nucleotide,11955,786693276.888
JavaScript,k-nucleotide,11993,812540188.123
JavaScript,k-nucleotide,12025,811675170.352
JavaScript,k-nucleotide,11995,794560802.625
JavaScript,k-nucleotide,12299,813528233.744
JavaScript,reverse-complement,819,21044788.032
JavaScript,reverse-complement,818,21700190.429
JavaScript,reverse-complement,827,20360850.177
JavaScript,reverse-complement,827,20580707.15
